date,team,request_type,team_request_type,volume
2020-05-01 00:00:00,Team D,Request 15,Team D - Request 15,736
2020-05-01 00:00:00,Team E,Request 7,Team E - Request 7,886
2020-05-01 00:00:00,Team D,Request 17,Team D - Request 17,374
2020-05-01 00:00:00,Team C,Request 11,Team C - Request 11,608
2020-05-01 00:00:00,Team E,Request 19,Team E - Request 19,707
2020-05-01 00:00:00,Team E,Request 18,Team E - Request 18,435
2020-05-01 00:00:00,Team E,Request 17,Team E - Request 17,648
2020-05-01 00:00:00,Team E,Request 16,Team E - Request 16,375
2020-05-01 00:00:00,Team E,Request 15,Team E - Request 15,519
2020-05-01 00:00:00,Team E,Request 14,Team E - Request 14,861
2020-05-01 00:00:00,Team E,Request 13,Team E - Request 13,937
2020-05-01 00:00:00,Team E,Request 12,Team E - Request 12,205
2020-05-01 00:00:00,Team E,Request 11,Team E - Request 11,743
2020-05-01 00:00:00,Team D,Request 16,Team D - Request 16,771
2020-05-01 00:00:00,Team E,Request 10,Team E - Request 10,253
2020-05-01 00:00:00,Team E,Request 8,Team E - Request 8,660
2020-05-01 00:00:00,Team E,Request 6,Team E - Request 6,626
2020-05-01 00:00:00,Team E,Request 5,Team E - Request 5,886
2020-05-01 00:00:00,Team E,Request 4,Team E - Request 4,753
2020-05-01 00:00:00,Team E,Request 3,Team E - Request 3,484
2020-05-01 00:00:00,Team E,Request 2,Team E - Request 2,493
2020-05-01 00:00:00,Team E,Request 1,Team E - Request 1,87
2020-05-01 00:00:00,Team D,Request 20,Team D - Request 20,891
2020-05-01 00:00:00,Team D,Request 19,Team D - Request 19,669
2020-05-01 00:00:00,Team D,Request 18,Team D - Request 18,501
2020-05-01 00:00:00,Team E,Request 9,Team E - Request 9,287
2020-05-01 00:00:00,Team E,Request 20,Team E - Request 20,153
2020-05-01 00:00:00,Team C,Request 10,Team C - Request 10,969
2020-05-01 00:00:00,Team C,Request 8,Team C - Request 8,610
2020-05-01 00:00:00,Team B,Request 1,Team B - Request 1,395
2020-05-01 00:00:00,Team A,Request 20,Team A - Request 20,488
2020-05-01 00:00:00,Team A,Request 19,Team A - Request 19,169
2020-05-01 00:00:00,Team A,Request 18,Team A - Request 18,358
2020-05-01 00:00:00,Team A,Request 17,Team A - Request 17,336
2020-05-01 00:00:00,Team A,Request 16,Team A - Request 16,351
2020-05-01 00:00:00,Team A,Request 15,Team A - Request 15,523
2020-05-01 00:00:00,Team A,Request 14,Team A - Request 14,66
2020-05-01 00:00:00,Team A,Request 13,Team A - Request 13,203
2020-05-01 00:00:00,Team A,Request 11,Team A - Request 11,866
2020-05-01 00:00:00,Team A,Request 10,Team A - Request 10,681
2020-05-01 00:00:00,Team A,Request 9,Team A - Request 9,577
2020-05-01 00:00:00,Team A,Request 8,Team A - Request 8,882
2020-05-01 00:00:00,Team A,Request 7,Team A - Request 7,519
2020-05-01 00:00:00,Team A,Request 6,Team A - Request 6,181
2020-05-01 00:00:00,Team A,Request 5,Team A - Request 5,248
2020-05-01 00:00:00,Team A,Request 4,Team A - Request 4,682
2020-05-01 00:00:00,Team A,Request 3,Team A - Request 3,910
2020-05-01 00:00:00,Team A,Request 2,Team A - Request 2,435
2020-05-01 00:00:00,Team A,Request 1,Team A - Request 1,417
2020-05-01 00:00:00,Team C,Request 9,Team C - Request 9,216
2020-05-01 00:00:00,Team B,Request 2,Team B - Request 2,596
2020-05-01 00:00:00,Team B,Request 3,Team B - Request 3,245
2020-05-01 00:00:00,Team A,Request 12,Team A - Request 12,157
2020-05-01 00:00:00,Team B,Request 5,Team B - Request 5,279
2020-05-01 00:00:00,Team C,Request 7,Team C - Request 7,183
2020-05-01 00:00:00,Team B,Request 4,Team B - Request 4,284
2020-05-01 00:00:00,Team C,Request 6,Team C - Request 6,100
2020-05-01 00:00:00,Team C,Request 5,Team C - Request 5,766
2020-05-01 00:00:00,Team C,Request 4,Team C - Request 4,529
2020-05-01 00:00:00,Team C,Request 3,Team C - Request 3,548
2020-05-01 00:00:00,Team C,Request 2,Team C - Request 2,966
2020-05-01 00:00:00,Team B,Request 20,Team B - Request 20,542
2020-05-01 00:00:00,Team B,Request 19,Team B - Request 19,697
2020-05-01 00:00:00,Team B,Request 18,Team B - Request 18,13
2020-05-01 00:00:00,Team B,Request 17,Team B - Request 17,390
2020-05-01 00:00:00,Team C,Request 1,Team C - Request 1,280
2020-05-01 00:00:00,Team B,Request 7,Team B - Request 7,293
2020-05-01 00:00:00,Team B,Request 15,Team B - Request 15,909
2020-05-01 00:00:00,Team B,Request 14,Team B - Request 14,884
2020-05-01 00:00:00,Team B,Request 13,Team B - Request 13,937
2020-05-01 00:00:00,Team B,Request 12,Team B - Request 12,339
2020-05-01 00:00:00,Team B,Request 11,Team B - Request 11,286
2020-05-01 00:00:00,Team B,Request 10,Team B - Request 10,97
2020-05-01 00:00:00,Team B,Request 9,Team B - Request 9,974
2020-05-01 00:00:00,Team B,Request 8,Team B - Request 8,610
2020-05-01 00:00:00,Team B,Request 16,Team B - Request 16,15
2020-05-01 00:00:00,Team B,Request 6,Team B - Request 6,963
2020-06-01 00:00:00,Team D,Request 6,Team D - Request 6,881
2020-06-01 00:00:00,Team D,Request 7,Team D - Request 7,130
2020-06-01 00:00:00,Team D,Request 8,Team D - Request 8,559
2020-06-01 00:00:00,Team D,Request 9,Team D - Request 9,687
2020-06-01 00:00:00,Team D,Request 14,Team D - Request 14,488
2020-06-01 00:00:00,Team D,Request 11,Team D - Request 11,335
2020-06-01 00:00:00,Team D,Request 12,Team D - Request 12,475
2020-06-01 00:00:00,Team D,Request 13,Team D - Request 13,220
2020-06-01 00:00:00,Team D,Request 5,Team D - Request 5,108
2020-06-01 00:00:00,Team D,Request 10,Team D - Request 10,832
2020-06-01 00:00:00,Team D,Request 4,Team D - Request 4,601
2020-06-01 00:00:00,Team C,Request 13,Team C - Request 13,457
2020-06-01 00:00:00,Team D,Request 2,Team D - Request 2,242
2020-06-01 00:00:00,Team D,Request 1,Team D - Request 1,541
2020-06-01 00:00:00,Team C,Request 20,Team C - Request 20,687
2020-06-01 00:00:00,Team C,Request 19,Team C - Request 19,94
2020-06-01 00:00:00,Team C,Request 18,Team C - Request 18,532
2020-06-01 00:00:00,Team C,Request 17,Team C - Request 17,271
2020-06-01 00:00:00,Team C,Request 16,Team C - Request 16,205
2020-06-01 00:00:00,Team C,Request 15,Team C - Request 15,780
2020-06-01 00:00:00,Team C,Request 14,Team C - Request 14,804
2020-06-01 00:00:00,Team D,Request 15,Team D - Request 15,833
2020-06-01 00:00:00,Team D,Request 3,Team D - Request 3,641
2020-06-01 00:00:00,Team D,Request 16,Team D - Request 16,670
2020-06-01 00:00:00,Team E,Request 20,Team E - Request 20,392
2020-06-01 00:00:00,Team D,Request 18,Team D - Request 18,499
2020-06-01 00:00:00,Team C,Request 12,Team C - Request 12,385
2020-06-01 00:00:00,Team E,Request 19,Team E - Request 19,860
2020-06-01 00:00:00,Team E,Request 18,Team E - Request 18,334
2020-06-01 00:00:00,Team E,Request 17,Team E - Request 17,130
2020-06-01 00:00:00,Team E,Request 16,Team E - Request 16,255
2020-06-01 00:00:00,Team E,Request 15,Team E - Request 15,1000
2020-06-01 00:00:00,Team E,Request 14,Team E - Request 14,435
2020-06-01 00:00:00,Team E,Request 13,Team E - Request 13,657
2020-06-01 00:00:00,Team E,Request 12,Team E - Request 12,261
2020-06-01 00:00:00,Team E,Request 11,Team E - Request 11,530
2020-06-01 00:00:00,Team D,Request 17,Team D - Request 17,888
2020-06-01 00:00:00,Team E,Request 10,Team E - Request 10,308
2020-06-01 00:00:00,Team E,Request 8,Team E - Request 8,138
2020-06-01 00:00:00,Team E,Request 7,Team E - Request 7,108
2020-06-01 00:00:00,Team E,Request 6,Team E - Request 6,879
2020-06-01 00:00:00,Team E,Request 5,Team E - Request 5,13
2020-06-01 00:00:00,Team E,Request 4,Team E - Request 4,493
2020-06-01 00:00:00,Team E,Request 3,Team E - Request 3,391
2020-06-01 00:00:00,Team E,Request 2,Team E - Request 2,410
2020-06-01 00:00:00,Team E,Request 1,Team E - Request 1,139
2020-06-01 00:00:00,Team D,Request 20,Team D - Request 20,332
2020-06-01 00:00:00,Team D,Request 19,Team D - Request 19,402
2020-06-01 00:00:00,Team E,Request 9,Team E - Request 9,183
2020-06-01 00:00:00,Team C,Request 11,Team C - Request 11,833
2020-06-01 00:00:00,Team B,Request 5,Team B - Request 5,338
2020-06-01 00:00:00,Team C,Request 9,Team C - Request 9,429
2020-06-01 00:00:00,Team B,Request 2,Team B - Request 2,289
2020-06-01 00:00:00,Team B,Request 1,Team B - Request 1,377
2020-06-01 00:00:00,Team A,Request 20,Team A - Request 20,542
2020-06-01 00:00:00,Team A,Request 19,Team A - Request 19,348
2020-06-01 00:00:00,Team A,Request 18,Team A - Request 18,105
2020-06-01 00:00:00,Team A,Request 17,Team A - Request 17,504
2020-06-01 00:00:00,Team A,Request 16,Team A - Request 16,870
2020-06-01 00:00:00,Team A,Request 15,Team A - Request 15,317
2020-06-01 00:00:00,Team A,Request 14,Team A - Request 14,183
2020-06-01 00:00:00,Team A,Request 12,Team A - Request 12,373
2020-06-01 00:00:00,Team A,Request 11,Team A - Request 11,282
2020-06-01 00:00:00,Team A,Request 10,Team A - Request 10,126
2020-06-01 00:00:00,Team A,Request 9,Team A - Request 9,744
2020-06-01 00:00:00,Team A,Request 8,Team A - Request 8,575
2020-06-01 00:00:00,Team A,Request 7,Team A - Request 7,212
2020-06-01 00:00:00,Team A,Request 6,Team A - Request 6,456
2020-06-01 00:00:00,Team A,Request 5,Team A - Request 5,151
2020-06-01 00:00:00,Team A,Request 4,Team A - Request 4,473
2020-06-01 00:00:00,Team A,Request 3,Team A - Request 3,210
2020-06-01 00:00:00,Team A,Request 2,Team A - Request 2,407
2020-06-01 00:00:00,Team A,Request 1,Team A - Request 1,445
2020-06-01 00:00:00,Team B,Request 3,Team B - Request 3,740
2020-06-01 00:00:00,Team B,Request 4,Team B - Request 4,851
2020-06-01 00:00:00,Team A,Request 13,Team A - Request 13,166
2020-06-01 00:00:00,Team B,Request 6,Team B - Request 6,355
2020-06-01 00:00:00,Team C,Request 10,Team C - Request 10,114
2020-06-01 00:00:00,Team C,Request 7,Team C - Request 7,255
2020-06-01 00:00:00,Team C,Request 6,Team C - Request 6,781
2020-06-01 00:00:00,Team C,Request 5,Team C - Request 5,643
2020-06-01 00:00:00,Team C,Request 4,Team C - Request 4,256
2020-06-01 00:00:00,Team C,Request 3,Team C - Request 3,559
2020-06-01 00:00:00,Team C,Request 2,Team C - Request 2,831
2020-06-01 00:00:00,Team C,Request 1,Team C - Request 1,14
2020-06-01 00:00:00,Team B,Request 20,Team B - Request 20,352
2020-06-01 00:00:00,Team B,Request 19,Team B - Request 19,28
2020-06-01 00:00:00,Team B,Request 18,Team B - Request 18,794
2020-06-01 00:00:00,Team C,Request 8,Team C - Request 8,30
2020-06-01 00:00:00,Team B,Request 7,Team B - Request 7,303
2020-06-01 00:00:00,Team B,Request 16,Team B - Request 16,623
2020-06-01 00:00:00,Team B,Request 15,Team B - Request 15,350
2020-06-01 00:00:00,Team B,Request 14,Team B - Request 14,141
2020-06-01 00:00:00,Team B,Request 13,Team B - Request 13,795
2020-06-01 00:00:00,Team B,Request 12,Team B - Request 12,550
2020-06-01 00:00:00,Team B,Request 11,Team B - Request 11,889
2020-06-01 00:00:00,Team B,Request 10,Team B - Request 10,887
2020-06-01 00:00:00,Team B,Request 9,Team B - Request 9,808
2020-06-01 00:00:00,Team B,Request 8,Team B - Request 8,758
2020-06-01 00:00:00,Team B,Request 17,Team B - Request 17,584
2020-07-01 00:00:00,Team D,Request 7,Team D - Request 7,45
2020-07-01 00:00:00,Team D,Request 8,Team D - Request 8,762
2020-07-01 00:00:00,Team D,Request 9,Team D - Request 9,20
2020-07-01 00:00:00,Team D,Request 10,Team D - Request 10,804
2020-07-01 00:00:00,Team D,Request 15,Team D - Request 15,915
2020-07-01 00:00:00,Team D,Request 12,Team D - Request 12,131
2020-07-01 00:00:00,Team D,Request 13,Team D - Request 13,858
2020-07-01 00:00:00,Team D,Request 14,Team D - Request 14,930
2020-07-01 00:00:00,Team D,Request 6,Team D - Request 6,733
2020-07-01 00:00:00,Team D,Request 11,Team D - Request 11,904
2020-07-01 00:00:00,Team D,Request 5,Team D - Request 5,532
2020-07-01 00:00:00,Team C,Request 19,Team C - Request 19,920
2020-07-01 00:00:00,Team D,Request 3,Team D - Request 3,872
2020-07-01 00:00:00,Team D,Request 2,Team D - Request 2,158
2020-07-01 00:00:00,Team D,Request 1,Team D - Request 1,859
2020-07-01 00:00:00,Team C,Request 20,Team C - Request 20,984
2020-07-01 00:00:00,Team C,Request 18,Team C - Request 18,732
2020-07-01 00:00:00,Team C,Request 17,Team C - Request 17,328
2020-07-01 00:00:00,Team C,Request 16,Team C - Request 16,345
2020-07-01 00:00:00,Team C,Request 15,Team C - Request 15,844
2020-07-01 00:00:00,Team C,Request 14,Team C - Request 14,577
2020-07-01 00:00:00,Team C,Request 13,Team C - Request 13,837
2020-07-01 00:00:00,Team D,Request 4,Team D - Request 4,520
2020-07-01 00:00:00,Team D,Request 16,Team D - Request 16,35
2020-07-01 00:00:00,Team E,Request 20,Team E - Request 20,582
2020-07-01 00:00:00,Team D,Request 18,Team D - Request 18,182
2020-07-01 00:00:00,Team C,Request 12,Team C - Request 12,388
2020-07-01 00:00:00,Team E,Request 19,Team E - Request 19,33
2020-07-01 00:00:00,Team E,Request 18,Team E - Request 18,321
2020-07-01 00:00:00,Team E,Request 17,Team E - Request 17,94
2020-07-01 00:00:00,Team E,Request 16,Team E - Request 16,115
2020-07-01 00:00:00,Team E,Request 15,Team E - Request 15,205
2020-07-01 00:00:00,Team E,Request 14,Team E - Request 14,464
2020-07-01 00:00:00,Team E,Request 13,Team E - Request 13,936
2020-07-01 00:00:00,Team E,Request 12,Team E - Request 12,189
2020-07-01 00:00:00,Team E,Request 11,Team E - Request 11,63
2020-07-01 00:00:00,Team D,Request 17,Team D - Request 17,444
2020-07-01 00:00:00,Team E,Request 10,Team E - Request 10,837
2020-07-01 00:00:00,Team E,Request 8,Team E - Request 8,173
2020-07-01 00:00:00,Team E,Request 7,Team E - Request 7,541
2020-07-01 00:00:00,Team E,Request 6,Team E - Request 6,330
2020-07-01 00:00:00,Team E,Request 5,Team E - Request 5,739
2020-07-01 00:00:00,Team E,Request 4,Team E - Request 4,232
2020-07-01 00:00:00,Team E,Request 3,Team E - Request 3,522
2020-07-01 00:00:00,Team E,Request 2,Team E - Request 2,505
2020-07-01 00:00:00,Team E,Request 1,Team E - Request 1,147
2020-07-01 00:00:00,Team D,Request 20,Team D - Request 20,307
2020-07-01 00:00:00,Team D,Request 19,Team D - Request 19,974
2020-07-01 00:00:00,Team E,Request 9,Team E - Request 9,541
2020-07-01 00:00:00,Team C,Request 11,Team C - Request 11,581
2020-07-01 00:00:00,Team C,Request 10,Team C - Request 10,948
2020-07-01 00:00:00,Team C,Request 9,Team C - Request 9,870
2020-07-01 00:00:00,Team B,Request 2,Team B - Request 2,473
2020-07-01 00:00:00,Team B,Request 1,Team B - Request 1,631
2020-07-01 00:00:00,Team A,Request 20,Team A - Request 20,61
2020-07-01 00:00:00,Team A,Request 19,Team A - Request 19,434
2020-07-01 00:00:00,Team A,Request 18,Team A - Request 18,211
2020-07-01 00:00:00,Team A,Request 17,Team A - Request 17,829
2020-07-01 00:00:00,Team A,Request 16,Team A - Request 16,486
2020-07-01 00:00:00,Team A,Request 15,Team A - Request 15,741
2020-07-01 00:00:00,Team A,Request 14,Team A - Request 14,725
2020-07-01 00:00:00,Team A,Request 13,Team A - Request 13,428
2020-07-01 00:00:00,Team A,Request 12,Team A - Request 12,836
2020-07-01 00:00:00,Team A,Request 11,Team A - Request 11,882
2020-07-01 00:00:00,Team A,Request 10,Team A - Request 10,28
2020-07-01 00:00:00,Team A,Request 9,Team A - Request 9,775
2020-07-01 00:00:00,Team A,Request 8,Team A - Request 8,552
2020-07-01 00:00:00,Team A,Request 7,Team A - Request 7,834
2020-07-01 00:00:00,Team A,Request 6,Team A - Request 6,752
2020-07-01 00:00:00,Team A,Request 5,Team A - Request 5,908
2020-07-01 00:00:00,Team A,Request 4,Team A - Request 4,339
2020-07-01 00:00:00,Team A,Request 3,Team A - Request 3,495
2020-07-01 00:00:00,Team A,Request 2,Team A - Request 2,977
2020-07-01 00:00:00,Team B,Request 3,Team B - Request 3,178
2020-07-01 00:00:00,Team B,Request 4,Team B - Request 4,456
2020-07-01 00:00:00,Team A,Request 1,Team A - Request 1,464
2020-07-01 00:00:00,Team B,Request 6,Team B - Request 6,432
2020-07-01 00:00:00,Team B,Request 5,Team B - Request 5,836
2020-07-01 00:00:00,Team C,Request 8,Team C - Request 8,730
2020-07-01 00:00:00,Team C,Request 7,Team C - Request 7,902
2020-07-01 00:00:00,Team C,Request 6,Team C - Request 6,48
2020-07-01 00:00:00,Team C,Request 5,Team C - Request 5,10
2020-07-01 00:00:00,Team C,Request 4,Team C - Request 4,810
2020-07-01 00:00:00,Team C,Request 3,Team C - Request 3,983
2020-07-01 00:00:00,Team C,Request 1,Team C - Request 1,958
2020-07-01 00:00:00,Team B,Request 20,Team B - Request 20,345
2020-07-01 00:00:00,Team B,Request 19,Team B - Request 19,568
2020-07-01 00:00:00,Team B,Request 18,Team B - Request 18,313
2020-07-01 00:00:00,Team C,Request 2,Team C - Request 2,442
2020-07-01 00:00:00,Team B,Request 16,Team B - Request 16,149
2020-07-01 00:00:00,Team B,Request 15,Team B - Request 15,487
2020-07-01 00:00:00,Team B,Request 14,Team B - Request 14,841
2020-07-01 00:00:00,Team B,Request 7,Team B - Request 7,949
2020-07-01 00:00:00,Team B,Request 13,Team B - Request 13,646
2020-07-01 00:00:00,Team B,Request 12,Team B - Request 12,559
2020-07-01 00:00:00,Team B,Request 11,Team B - Request 11,677
2020-07-01 00:00:00,Team B,Request 10,Team B - Request 10,82
2020-07-01 00:00:00,Team B,Request 9,Team B - Request 9,208
2020-07-01 00:00:00,Team B,Request 8,Team B - Request 8,849
2020-07-01 00:00:00,Team B,Request 17,Team B - Request 17,257
2020-08-01 00:00:00,Team D,Request 6,Team D - Request 6,848
2020-08-01 00:00:00,Team D,Request 7,Team D - Request 7,204
2020-08-01 00:00:00,Team D,Request 8,Team D - Request 8,406
2020-08-01 00:00:00,Team D,Request 13,Team D - Request 13,749
2020-08-01 00:00:00,Team D,Request 10,Team D - Request 10,476
2020-08-01 00:00:00,Team D,Request 11,Team D - Request 11,342
2020-08-01 00:00:00,Team D,Request 12,Team D - Request 12,891
2020-08-01 00:00:00,Team D,Request 5,Team D - Request 5,398
2020-08-01 00:00:00,Team D,Request 9,Team D - Request 9,220
2020-08-01 00:00:00,Team D,Request 4,Team D - Request 4,696
2020-08-01 00:00:00,Team C,Request 13,Team C - Request 13,874
2020-08-01 00:00:00,Team D,Request 2,Team D - Request 2,489
2020-08-01 00:00:00,Team D,Request 1,Team D - Request 1,152
2020-08-01 00:00:00,Team C,Request 20,Team C - Request 20,322
2020-08-01 00:00:00,Team C,Request 19,Team C - Request 19,175
2020-08-01 00:00:00,Team C,Request 18,Team C - Request 18,816
2020-08-01 00:00:00,Team C,Request 17,Team C - Request 17,151
2020-08-01 00:00:00,Team C,Request 16,Team C - Request 16,285
2020-08-01 00:00:00,Team C,Request 15,Team C - Request 15,625
2020-08-01 00:00:00,Team C,Request 14,Team C - Request 14,622
2020-08-01 00:00:00,Team D,Request 14,Team D - Request 14,299
2020-08-01 00:00:00,Team D,Request 3,Team D - Request 3,493
2020-08-01 00:00:00,Team D,Request 15,Team D - Request 15,96
2020-08-01 00:00:00,Team E,Request 7,Team E - Request 7,218
2020-08-01 00:00:00,Team D,Request 17,Team D - Request 17,64
2020-08-01 00:00:00,Team C,Request 12,Team C - Request 12,909
2020-08-01 00:00:00,Team E,Request 19,Team E - Request 19,625
2020-08-01 00:00:00,Team E,Request 18,Team E - Request 18,199
2020-08-01 00:00:00,Team E,Request 17,Team E - Request 17,705
2020-08-01 00:00:00,Team E,Request 16,Team E - Request 16,467
2020-08-01 00:00:00,Team E,Request 15,Team E - Request 15,923
2020-08-01 00:00:00,Team E,Request 14,Team E - Request 14,653
2020-08-01 00:00:00,Team E,Request 13,Team E - Request 13,663
2020-08-01 00:00:00,Team E,Request 12,Team E - Request 12,248
2020-08-01 00:00:00,Team E,Request 11,Team E - Request 11,729
2020-08-01 00:00:00,Team D,Request 16,Team D - Request 16,549
2020-08-01 00:00:00,Team E,Request 10,Team E - Request 10,518
